session_id,label,weak_label,risk_score,label_reason,language,task,task_status,final_score,event_count,duration_sec,paste_action_count,paste_event_count,pasted_chars,inserted_chars,max_insert_chars,source_file
tasktracker_java_voting_voting_35937_2049410402_531300241288.57764_1570a4fa165fa8bbe1c700eb4ebf05b90d16dd03,0,0,0.25,low-risk trace,java,voting,SOLVED,0.1667,166,490.583,0,0,0,464,32,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_35937_2049410402_531300241288.57764_1570a4fa165fa8bbe1c700eb4ebf05b90d16dd03.csv
tasktracker_java_voting_voting_4072_1575609932_1466351377412.086_54781d5e46ef7eb423e373269a8119246f8aab40,0,0,0.25,low-risk trace,java,voting,SOLVED,0.1667,103,72.632,0,0,0,191,13,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_4072_1575609932_1466351377412.086_54781d5e46ef7eb423e373269a8119246f8aab40.csv
tasktracker_java_voting_voting_46086_1109732621_1202658003874.5593_ca1fd0395e652920b1735544eeb8630bcbe43625,0,0,1.0,large pasted/inferred-paste volume,java,voting,,0.0,198,458.075,0,3,273,565,91,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_46086_1109732621_1202658003874.5593_ca1fd0395e652920b1735544eeb8630bcbe43625.csv
tasktracker_java_voting_voting_50193_205653921_761894199394.1117_78fd5cf950e325e2002e45fee05570ff970c9bd9,0,0,0.0,low-risk trace,java,voting,,-1.0,4,4.093,0,0,0,37,34,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_50193_205653921_761894199394.1117_78fd5cf950e325e2002e45fee05570ff970c9bd9.csv
tasktracker_java_voting_voting_50193_925889727_1276106696243.2937_1c8d6035ba50e7db64c956e534f9b00520436e82,0,0,0.25,low-risk trace,java,voting,SOLVED,0.1667,55,135.122,0,0,0,131,9,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_50193_925889727_1276106696243.2937_1c8d6035ba50e7db64c956e534f9b00520436e82.csv
tasktracker_java_voting_voting_50236_25853174_1277715059093.8948_886dfb0cdc30a6f7ef494e4f0a7acc925d3ce1dc,0,0,0.25,low-risk trace,java,voting,SOLVED,0.1667,75,299.122,0,0,0,196,22,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_50236_25853174_1277715059093.8948_886dfb0cdc30a6f7ef494e4f0a7acc925d3ce1dc.csv
tasktracker_java_voting_voting_50236_357787407_1429767635995.9395_d5f5d101e93288426793cab0366b57fca7e2e9c8,0,0,0.25,low-risk trace,java,voting,SOLVED,-1.0,96,424.75,0,1,41,265,41,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_50236_357787407_1429767635995.9395_d5f5d101e93288426793cab0366b57fca7e2e9c8.csv
tasktracker_java_voting_voting_50236_639826813_1094086425102.0487_c02323eb75c694f81bc9d64ca0a98f86f07568eb,0,0,1.0,large pasted/inferred-paste volume,java,voting,NOT_SOLVED,0.1875,544,1535.166,0,5,355,1702,90,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_50236_639826813_1094086425102.0487_c02323eb75c694f81bc9d64ca0a98f86f07568eb.csv
tasktracker_java_voting_voting_50240_857233176_843487176380.1454_e07e707f8cc523c1b5db8a7c8db58a7e58891212,0,0,0.25,low-risk trace,java,voting,SOLVED,0.1667,352,181.329,0,1,41,625,49,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_50240_857233176_843487176380.1454_e07e707f8cc523c1b5db8a7c8db58a7e58891212.csv
tasktracker_java_voting_voting_50246_1768240771_1471110819433.921_a5f867704feeceddfa3d554aaf131efd8dc53e28,0,0,1.5,large code insertion,java,voting,,0.1667,188,2627.076,0,1,174,603,174,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_50246_1768240771_1471110819433.921_a5f867704feeceddfa3d554aaf131efd8dc53e28.csv
tasktracker_java_voting_voting_50255_501077302_197219872255.72565_b4c4c6c633375ddfff5911d3ae952474abf21fbb,0,0,0.0,low-risk trace,java,voting,NOT_SOLVED,0.1875,1286,1167.626,0,0,0,1951,34,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_50255_501077302_197219872255.72565_b4c4c6c633375ddfff5911d3ae952474abf21fbb.csv
tasktracker_java_voting_voting_50727_1749342367_1256896303556.269_1cfc1d2bf71946e0917638983a2f1f205a12b112,0,0,0.25,low-risk trace,java,voting,SOLVED,0.1667,58,106.282,0,0,0,66,9,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_50727_1749342367_1256896303556.269_1cfc1d2bf71946e0917638983a2f1f205a12b112.csv
tasktracker_java_voting_voting_50756_6770863_906931782053.1805_c37b945244324fa33391ce6581f9689bba575ee6,1,1,4.75,explicit paste action; large code insertion; large pasted/inferred-paste volume,java,voting,SOLVED,-1.0,349,806.251,7,31,1218,1683,805,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_50756_6770863_906931782053.1805_c37b945244324fa33391ce6581f9689bba575ee6.csv
tasktracker_java_voting_voting_50835_697721268_610221703032.3408_47c9336e4957bb8c138f480cb62c183251fe298b,0,0,0.25,low-risk trace,java,voting,SOLVED,0.1667,102,92.499,0,0,0,149,9,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_50835_697721268_610221703032.3408_47c9336e4957bb8c138f480cb62c183251fe298b.csv
tasktracker_java_voting_voting_51345_749505800_628162637572.6904_8f42df6980a5dff7e265f530481c263fe6baacc3,0,0,0.25,low-risk trace,java,voting,SOLVED,0.1667,174,254.055,0,1,45,590,45,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_51345_749505800_628162637572.6904_8f42df6980a5dff7e265f530481c263fe6baacc3.csv
tasktracker_java_voting_voting_516498_1178551944_162670384992.19626_8c04d89c38707f39de13634e244a71c022ca98ba,0,0,0.25,low-risk trace,java,voting,SOLVED,0.1667,194,86.359,0,0,0,502,21,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_516498_1178551944_162670384992.19626_8c04d89c38707f39de13634e244a71c022ca98ba.csv
tasktracker_java_voting_voting_53285_1705533775_1292233787305.176_fec8c81f154d4a436ee9d893aa383c57e89745f7,0,0,0.25,low-risk trace,java,voting,SOLVED,0.1667,159,109.298,0,0,0,302,13,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_53285_1705533775_1292233787305.176_fec8c81f154d4a436ee9d893aa383c57e89745f7.csv
tasktracker_java_voting_voting_57325_1535057055_608548865299.2836_e249c65736d6d7589adfb3ec80b380823349c2a4,0,0,0.0,low-risk trace,java,voting,,-1.0,156,217.753,0,0,0,195,8,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_57325_1535057055_608548865299.2836_e249c65736d6d7589adfb3ec80b380823349c2a4.csv
tasktracker_java_voting_voting_57504_1915495132_781365268832.5005_d4a5cb01978425ee33cb1c065168a29c18d37a41,1,1,2.75,large code insertion; large pasted/inferred-paste volume,java,voting,SOLVED,0.1875,208,617.85,0,1,266,763,266,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_57504_1915495132_781365268832.5005_d4a5cb01978425ee33cb1c065168a29c18d37a41.csv
tasktracker_java_voting_voting_57568_130348365_490864620011.9168_11ea73fe3952e1d741ffb5b0a0fa75b073db7703,0,0,0.25,low-risk trace,java,voting,SOLVED,0.1667,223,700.864,0,1,42,565,42,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_57568_130348365_490864620011.9168_11ea73fe3952e1d741ffb5b0a0fa75b073db7703.csv
tasktracker_java_voting_voting_57777_1546715125_16555386179.251556_f227acab9265b257313b2601851d20120fdd65b9,1,1,2.75,large code insertion; large pasted/inferred-paste volume,java,voting,SOLVED,0.1875,527,1755.622,0,2,307,1381,266,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_57777_1546715125_16555386179.251556_f227acab9265b257313b2601851d20120fdd65b9.csv
tasktracker_java_voting_voting_67885_1496973122_577356051558.2722_895956fbaba9b42edab474b64ebfbfc71d7fea33,0,0,0.25,low-risk trace,java,voting,SOLVED,0.1875,163,524.213,0,0,0,444,25,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\voting\voting_67885_1496973122_577356051558.2722_895956fbaba9b42edab474b64ebfbfc71d7fea33.csv
tasktracker_java_zero_zero_4072_1575609932_1466351377412.086_54781d5e46ef7eb423e373269a8119246f8aab40,0,0,0.25,low-risk trace,java,zero,SOLVED,0.1667,244,309.644,0,0,0,494,20,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\zero\zero_4072_1575609932_1466351377412.086_54781d5e46ef7eb423e373269a8119246f8aab40.csv
tasktracker_java_zero_zero_46086_1109732621_1202658003874.5593_ca1fd0395e652920b1735544eeb8630bcbe43625,0,0,0.0,low-risk trace,java,zero,,-1.0,746,1987.419,0,0,0,1411,26,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\zero\zero_46086_1109732621_1202658003874.5593_ca1fd0395e652920b1735544eeb8630bcbe43625.csv
tasktracker_java_zero_zero_50248_117328608_1143147998314.5024_588bf6e773f3c722d78a2d64c74c982b123e23ac,1,1,2.5,large code insertion; large pasted/inferred-paste volume,java,zero,,0.1667,994,2564.38,0,2,276,1807,201,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\zero\zero_50248_117328608_1143147998314.5024_588bf6e773f3c722d78a2d64c74c982b123e23ac.csv
tasktracker_java_zero_zero_50256_1399523684_42673595234.036255_e83aa61296ae13fd08ff3eda722f9efa5f28b485,0,0,0.0,low-risk trace,java,zero,NOT_SOLVED,0.1667,537,707.834,0,0,0,889,21,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\zero\zero_50256_1399523684_42673595234.036255_e83aa61296ae13fd08ff3eda722f9efa5f28b485.csv
tasktracker_java_zero_zero_50727_1749342367_1256896303556.269_1cfc1d2bf71946e0917638983a2f1f205a12b112,0,0,0.25,low-risk trace,java,zero,SOLVED,0.1667,221,154.58,0,1,41,408,41,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\zero\zero_50727_1749342367_1256896303556.269_1cfc1d2bf71946e0917638983a2f1f205a12b112.csv
tasktracker_java_zero_zero_51354_1902752852_207879768723.99686_d238637b063d9d90e963f973284ead5b6b46322e,0,0,0.25,low-risk trace,java,zero,SOLVED,0.1667,318,381.997,0,1,45,795,45,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\zero\zero_51354_1902752852_207879768723.99686_d238637b063d9d90e963f973284ead5b6b46322e.csv
tasktracker_java_zero_zero_516498_1178551944_162670384992.19626_8c04d89c38707f39de13634e244a71c022ca98ba,0,0,0.25,low-risk trace,java,zero,SOLVED,0.1667,162,129.605,0,0,0,374,21,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\zero\zero_516498_1178551944_162670384992.19626_8c04d89c38707f39de13634e244a71c022ca98ba.csv
tasktracker_java_zero_zero_53285_1705533775_1292233787305.176_fec8c81f154d4a436ee9d893aa383c57e89745f7,0,0,0.25,low-risk trace,java,zero,SOLVED,0.1667,345,242.624,0,0,0,616,10,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\java\zero\zero_53285_1705533775_1292233787305.176_fec8c81f154d4a436ee9d893aa383c57e89745f7.csv
tasktracker_kotlin_brackets_brackets_375375_1056711225_446949842482.32446_6673c132f81bb5cf33ea0b40888cff9add413625,0,0,0.25,low-risk trace,kotlin,brackets,SOLVED,0.1875,525,446.736,0,0,0,842,29,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\brackets\brackets_375375_1056711225_446949842482.32446_6673c132f81bb5cf33ea0b40888cff9add413625.csv
tasktracker_kotlin_brackets_brackets_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,0,0.25,low-risk trace,kotlin,brackets,SOLVED,0.1875,346,574.236,0,0,0,632,29,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\brackets\brackets_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1.csv
tasktracker_kotlin_brackets_brackets_40013_1474929749_445740598236.52594_18779a0e97697f0b57f08433f450d18da710b728,0,0,0.0,low-risk trace,kotlin,brackets,,0.1875,430,390.525,0,0,0,666,43,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\brackets\brackets_40013_1474929749_445740598236.52594_18779a0e97697f0b57f08433f450d18da710b728.csv
tasktracker_kotlin_brackets_brackets_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,1,1,4.75,explicit paste action; large code insertion; large pasted/inferred-paste volume,kotlin,brackets,SOLVED,0.1875,1160,2227.014,5,35,667,2164,333,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\brackets\brackets_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8.csv
tasktracker_kotlin_brackets_brackets_43482_817518377_1218501755035.3948_b52ef0fbc42c296c873d92faaf08353366ce7798,0,0,0.0,low-risk trace,kotlin,brackets,,0.0,569,801.882,0,0,0,1063,18,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\brackets\brackets_43482_817518377_1218501755035.3948_b52ef0fbc42c296c873d92faaf08353366ce7798.csv
tasktracker_kotlin_brackets_brackets_4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20,0,0,0.0,low-risk trace,kotlin,brackets,NOT_SOLVED,0.2083,1737,1396.927,0,0,0,2607,29,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\brackets\brackets_4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20.csv
tasktracker_kotlin_brackets_brackets_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,1,4.75,explicit paste action; large code insertion; large pasted/inferred-paste volume,kotlin,brackets,SOLVED,0.1875,1967,2400.954,5,63,2205,5361,453,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\brackets\brackets_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a.csv
tasktracker_kotlin_brackets_brackets_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,1,1,3.75,explicit paste action; large code insertion,kotlin,brackets,SOLVED,0.1875,529,2036.423,1,7,185,1023,160,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\brackets\brackets_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8.csv
tasktracker_kotlin_max_3_max_3_375372_1158485556_1503163242535.8481_67be4276fd0c39fa8bc58de116c16e5e59708bea,0,0,0.25,low-risk trace,kotlin,max_3,SOLVED,0.0,79,59.774,0,0,0,128,29,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_3\max_3_375372_1158485556_1503163242535.8481_67be4276fd0c39fa8bc58de116c16e5e59708bea.csv
tasktracker_kotlin_max_3_max_3_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,0,0.0,low-risk trace,kotlin,max_3,,0.0,600,1155.459,0,0,0,1176,38,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_3\max_3_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1.csv
tasktracker_kotlin_max_3_max_3_40013_1474929749_445740598236.52594_18779a0e97697f0b57f08433f450d18da710b728,1,1,2.5,large code insertion; large pasted/inferred-paste volume,kotlin,max_3,,-1.0,487,732.927,0,3,421,1249,200,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_3\max_3_40013_1474929749_445740598236.52594_18779a0e97697f0b57f08433f450d18da710b728.csv
tasktracker_kotlin_max_3_max_3_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,0,0,0.25,low-risk trace,kotlin,max_3,SOLVED,0.2708,94,156.413,0,0,0,122,22,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_3\max_3_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8.csv
tasktracker_kotlin_max_3_max_3_4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20,0,0,0.0,low-risk trace,kotlin,max_3,,0.0,74,77.794,0,0,0,101,5,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_3\max_3_4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20.csv
tasktracker_kotlin_max_3_max_3_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,1,4.75,explicit paste action; large code insertion; large pasted/inferred-paste volume,kotlin,max_3,SOLVED,0.1667,186,175.692,1,5,305,483,174,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_3\max_3_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a.csv
tasktracker_kotlin_max_3_max_3_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,0,0,0.25,low-risk trace,kotlin,max_3,SOLVED,0.1458,184,215.157,0,3,216,462,90,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_3\max_3_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8.csv
tasktracker_kotlin_max_3_max_3_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,1,1,2.25,explicit paste action,kotlin,max_3,SOLVED,-1.0,307,526.848,1,7,105,521,50,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_3\max_3_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b.csv
tasktracker_kotlin_max_digit_max_digit_375376_1073793298_1483248182011.5476_3dd331b15c9e76fc3e4fdae3c17ba22b660d5ff0,0,0,0.25,low-risk trace,kotlin,max_digit,SOLVED,0.0,72,46.651,0,0,0,92,29,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_digit\max_digit_375376_1073793298_1483248182011.5476_3dd331b15c9e76fc3e4fdae3c17ba22b660d5ff0.csv
tasktracker_kotlin_max_digit_max_digit_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,0,0.25,low-risk trace,kotlin,max_digit,SOLVED,0.2917,136,252.691,0,0,0,274,10,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_digit\max_digit_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1.csv
tasktracker_kotlin_max_digit_max_digit_40013_1474929749_445740598236.52594_18779a0e97697f0b57f08433f450d18da710b728,0,0,0.0,low-risk trace,kotlin,max_digit,,0.1875,103,319.279,0,0,0,140,7,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_digit\max_digit_40013_1474929749_445740598236.52594_18779a0e97697f0b57f08433f450d18da710b728.csv
tasktracker_kotlin_max_digit_max_digit_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,0,0,0.25,low-risk trace,kotlin,max_digit,SOLVED,0.1875,177,260.187,0,0,0,318,29,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_digit\max_digit_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8.csv
tasktracker_kotlin_max_digit_max_digit_43482_817518377_1218501755035.3948_b52ef0fbc42c296c873d92faaf08353366ce7798,1,1,2.5,large code insertion; large pasted/inferred-paste volume,kotlin,max_digit,,0.0,225,468.333,0,1,482,804,482,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_digit\max_digit_43482_817518377_1218501755035.3948_b52ef0fbc42c296c873d92faaf08353366ce7798.csv
tasktracker_kotlin_max_digit_max_digit_4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20,0,0,0.0,low-risk trace,kotlin,max_digit,,0.0,140,528.604,0,0,0,247,29,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_digit\max_digit_4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20.csv
tasktracker_kotlin_max_digit_max_digit_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,1,2.25,explicit paste action,kotlin,max_digit,SOLVED,0.1875,199,373.72,3,10,15,328,32,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_digit\max_digit_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a.csv
tasktracker_kotlin_max_digit_max_digit_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,1,1,2.25,explicit paste action,kotlin,max_digit,SOLVED,0.2917,302,679.328,2,2,28,514,33,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_digit\max_digit_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8.csv
tasktracker_kotlin_max_digit_max_digit_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,1,1,4.75,explicit paste action; large code insertion; large pasted/inferred-paste volume,kotlin,max_digit,SOLVED,-1.0,1986,11961.3,8,18,3699,6342,603,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\max_digit\max_digit_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b.csv
tasktracker_kotlin_pies_pies_102957_602853714_549052309663.3014_7ec4b3ae7cbf30e6b4b6469e7ddd59fa1e04436a,0,0,0.0,low-risk trace,kotlin,pies,,0.0,10,29770.429,0,0,0,16,4,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\pies\pies_102957_602853714_549052309663.3014_7ec4b3ae7cbf30e6b4b6469e7ddd59fa1e04436a.csv
tasktracker_kotlin_pies_pies_167343_1231650868_1470634919851.924_86eb98d7043486ba9d061f7af8a7449cc74d9568,0,0,0.0,low-risk trace,kotlin,pies,,0.0,1,48.002,0,0,0,0,0,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\pies\pies_167343_1231650868_1470634919851.924_86eb98d7043486ba9d061f7af8a7449cc74d9568.csv
tasktracker_kotlin_pies_pies_375368_1380440107_1048563730395.4622_9f6a28d7ed087e9df126d2d30ad5b4c0bfb4a143,0,0,0.25,low-risk trace,kotlin,pies,SOLVED,0.1667,194,248.353,0,0,0,356,29,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\pies\pies_375368_1380440107_1048563730395.4622_9f6a28d7ed087e9df126d2d30ad5b4c0bfb4a143.csv
tasktracker_kotlin_pies_pies_39529_1842870334_756319712900.1792_e4bcda4e3b62d15e21bc142adfbb5a34784a53e1,1,1,2.0,explicit paste action,kotlin,pies,,0.0,314,935.72,4,11,33,426,19,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\pies\pies_39529_1842870334_756319712900.1792_e4bcda4e3b62d15e21bc142adfbb5a34784a53e1.csv
tasktracker_kotlin_pies_pies_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,1,1,2.25,explicit paste action,kotlin,pies,SOLVED,0.0,297,389.088,1,5,45,416,34,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\pies\pies_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8.csv
tasktracker_kotlin_pies_pies_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,1,2.25,explicit paste action,kotlin,pies,SOLVED,0.1667,790,1553.683,7,29,139,1312,64,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\pies\pies_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a.csv
tasktracker_kotlin_pies_pies_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,1,1,2.25,explicit paste action,kotlin,pies,SOLVED,0.1667,421,687.172,2,6,68,541,29,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\pies\pies_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8.csv
tasktracker_kotlin_pies_pies_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,1,1,2.75,large code insertion; large pasted/inferred-paste volume,kotlin,pies,SOLVED,-1.0,451,1107.242,0,3,483,958,291,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\pies\pies_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b.csv
tasktracker_kotlin_voting_voting_375374_974689068_92193407374.93364_64a227fef24930ef8c520b19e9f8aa6f08f26ef0,0,0,0.25,low-risk trace,kotlin,voting,SOLVED,0.0,144,109.195,0,0,0,197,29,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\voting\voting_375374_974689068_92193407374.93364_64a227fef24930ef8c520b19e9f8aa6f08f26ef0.csv
tasktracker_kotlin_voting_voting_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,0,0.25,low-risk trace,kotlin,voting,SOLVED,0.0,179,256.796,0,0,0,529,39,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\voting\voting_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1.csv
tasktracker_kotlin_voting_voting_40013_1474929749_445740598236.52594_18779a0e97697f0b57f08433f450d18da710b728,0,0,0.0,low-risk trace,kotlin,voting,,-1.0,341,192.898,0,2,84,475,43,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\voting\voting_40013_1474929749_445740598236.52594_18779a0e97697f0b57f08433f450d18da710b728.csv
tasktracker_kotlin_voting_voting_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,0,0,0.25,low-risk trace,kotlin,voting,SOLVED,0.1667,167,253.154,0,0,0,293,30,data\raw\tasktracker\extracted\data_google_drive_anonymized (SIGSCE 2020)\kotlin\voting\voting_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8.csv
